"
ISic",type wip,subtype dropdown,subtype old,subtype,,Ancient place,Date after,Date before,Type of text,Execution ,Language,Link to image,Museum,ref,,test batch,subtype old,,subtype work in progress,formation,details,placeName,category,text description,macro description,micro description,Notes and comments,certainty,", likely ",location,data to check,Udden–Wentworth scale (BGS),matrix/cement,classification Folk,classification Dunham,unit,formation,member,location,geological age,"visually assessed polished (compact), smooth (soft), rough",-supported,brecciated?,visually assessed colour (fresh cut),visually assessed colour (alteration),veined?,visually assessed visible porosity,stylolites?,predominant grain size by class,predominant crystal size by class,visually assessed homogeneity of grainsize,,OM?,OM grains bio,DM grains bio,DM observations,OM dolomite crystals,DM dolomite crystals,OM grains ooids,OM grains pisoids,OM grains oncoids,OM grains peloids,OM grains intra,OM grains extra,OM grains extra description,OM bio grains description,OM grains extra granulometry max (mm),OM matrix micrite,OM cement sparite,OM cement druse,OM cement fibrous,OM quartz,OM quartz granulometry min (mm),OM quartz granulometry max (mm),OM microsparite and sparite (%),OM micrite (%),glauconite,plagioclase,feldspars,limonite,pyrite,apatite,Fe OX-HOX,chert,dolomite,smell,XRD?,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspar,Plagioclase,Pyroxene,Sulphates,Sulphides,Olivine,Graphite,other,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,pXRF Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr
ISic001471,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,no,Marsala,Marsala,Marsala,,,,calcarenite,"whitish calcarenite with visible bioclasts, yellow nodules and quartz grains, likely calcarenite di Marsala (MRS) (packstone with gasteropoda, angular and rounded quartz, serpulids, bivalves, scaphopoda).","whitish calcarenite with visible bioclasts, yellow nodules and quartz grains","packstone with gasteropoda, angular and rounded quartz, serpulids, bivalves, scaphopoda",,,calcarenite di Marsala (MRS),,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001661,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,no,Marsala,Marsala,Marsala,,,,calcarenite,"porous yellow calcarenite with visible bioclasts and reddish cement, likely calcarenite di Marsala (MRS) (grainstone with globigerinoids, bryozoans, miliolids, echinoid spines, red algae, quartz).",porous yellow calcarenite with visible bioclasts and reddish cement,"grainstone with globigerinoids, bryozoans, miliolids, echinoid spines, red algae, quartz",,1,calcarenite di Marsala (MRS),,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001890,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,calcarenite-di-Marsala,,,,,,,,,,,no,Marsala,Marsala,Marsala,,,,calcarenite,"porous yellow calcarenite with visible bioclasts, likely calcarenite di Marsala (MRS) (grainstone with bryozoans, gasteropoda, actinocyclina, bivalves).",porous yellow calcarenite with visible bioclasts,"grainstone with bryozoans, gasteropoda, actinocyclina, bivalves",,,calcarenite di Marsala (MRS),,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001482,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOR,"sicilia-occidentale, sicilia-orientale",calcarenite_SiciliaOR,,,,,,,,,,,,no,"Marsala, capodarso","Marsala, capodarso",Marsala/capodarso ,,,,calcarenite,"yellow calcarenite with visible bioclasts, likely calcarenite di Marsala (MRS) or Agira/Capodarso (grainstone with altered and polygenic quartz, nummulites, algae, extraclasts with planktonic foraminifera, gasteropoda, echinoids? and orange cement).",yellow calcarenite with visible bioclasts,"grainstone with altered and polygenic quartz, nummulites, algae, extraclasts with planktonic foraminifera, gasteropoda, echinoids? and orange cement",,,calcarenite di Marsala (MRS) or Agira/Capodarso,,,,,,,,,,,,rough,grain,no,ochre yellow,,no,yes,no,sand,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001108,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,yes,Marsala,Marsala,Marsala,,,Marsala,calcarenite ,"yellow calcarenite with visible bioclasts, likely calcarenite di Marsala (Palermo, MRS) (grainstone with red algae, echinoid spines?, foraminifera, extraclasts (mudstone), iron oxides and sparitic cement).",yellow calcarenite with visible bioclasts,"grainstone with red algae, echinoid spines?, foraminifera, extraclasts (mudstone), iron oxides and sparitic cement",,2,"calcarenite di Marsala (Palermo, MRS)",Sicily,,sand-grade,micrite,,packstone,,,,,,rough,grain,no,cream,,no,yes,no,sand,,yes,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001110,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,no,Marsala,Marsala,Marsala,,,,calcarenite,"reddish calcarenite with visible bioclasts, likely calcarenite di Marsala (Palermo, MRS) (grainstone with red algae, extraclasts, echinoderms??, iron oxides in the microsparitic cement).",reddish calcarenite with visible bioclasts,"grainstone with red algae, extraclasts, echinoderms??, iron oxides in the microsparitic cement",,,"calcarenite di Marsala (Palermo, MRS)",,,,,,,,,,,,rough,grain,no,ochre yellow,brown,no,yes,no,sand,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003330,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-nord-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,no,"Marsala, capodarso","Marsala, capodarso",Marsala/capodarso ,,,,calcarenite,"yellow porous calcarenite with visible bioclasts, likely calcarenite di Marsala (Palermo, MRS) (grainstone with red algae, polygenic quartz, gasteropoda, nummulitids, micritic cement and iron oxides).",yellow porous calcarenite with visible bioclasts,"grainstone with red algae, polygenic quartz, gasteropoda, nummulitids, micritic cement and iron oxides",,,"calcarenite di Marsala (Palermo, MRS)",,,,,,,,,,,,rough,grain,no,yellow,brownish,no,yes,no,sand,,,,yes,,yes,,,,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000228,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,calcarenite di Marsala,,,,,,,,,,,yes,Marsala,Marsala,Marsala,,,Palermo ,calcarenite,"yellow calcarenite with porosity and visible bioclasts, likely calcarenite di Marsala (Palermo, MRSd) (packstone to grainstone with red algae, foraminifera, quartz, micritic cement).",yellow calcarenite with porosity and visible bioclasts,"packstone to grainstone with red algae, foraminifera, quartz, micritic cement",,1,"calcarenite di Marsala (Palermo, MRSd)",Sicily,,sand-grade,micrite,,grainstone to packstone,,,,,,rough,grain,no,beige,,no,yes,no,sand,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000469,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,calcarenite di Marsala,,,,,,,,,,,no,Palermo,Palermo,Palermo,,,,calcarenite,"yellow porous calcarenite, likely calcarenite di Marsala (Palermo, MRSd) (grainstone with quartz, red algae, gasteropoda, iron oxides).",yellow porous calcarenite,"grainstone with quartz, red algae, gasteropoda, iron oxides",,1,"calcarenite di Marsala (Palermo, MRSd)",,,,,,,,,,,,rough,grain,no,yellow,brown ,no,yes,no,sand,,yes,,yes,yes,,,,,,,,,,yes,,,0.5,,yes,,,yes,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000803,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,sicilia-occidentale,calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,no,Palermo,Palermo,Palermo,,,,calcarenite,"yellow porous calcarenite, likely calcarenite di Marsala (Palermo, MRSd) (grainstone with algae, miliolid, bryozoans, iron oxides and micritic cement).",yellow porous calcarenite,"grainstone with algae, miliolid, bryozoans, iron oxides and micritic cement",,1,"calcarenite di Marsala (Palermo, MRSd)",,,,,,,,,,,,rough,grain,no,yellow,brownish,no,yes,no,sand,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003477,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOCC_Marsala,"sicilia-nord-orientale, sicilia-nord-occidentale",calcarenite_SiciliaOCC_Marsala,,,,,,,,,,,,,,,unspecified,,,,calcarenite,"yellow porous calcarenite, likely calcarenite di Marsala (Palermo, MRSd) (sand-grade limestone with rounded quartz grains and bioclasts (red algae)).",yellow porous calcarenite,sand-grade limestone with rounded quartz grains and bioclasts (red algae),,1,"calcarenite di Marsala (Palermo, MRSd)",,,,,,,,,,,,rough,,yes,yellow,yellow,yes,no,yes,,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003083,stone.limestone.polishable.white,calcare_grigio_SiciliaOCC_Crisanti_FM,sicilia-occidentale,calcare_grigio_SiciliaOCC_Crisanti_FM,,,,,,,,,,,,no,calcarenite,calcarenite,calcarenite,,,,calcarenite,"white compact limestone, likely Crisanti FM (grainstone with sparite cement).",white compact limestone,grainstone with sparite cement,,2,Crisanti FM,,,,,,,,,,,,smooth,,no,grey,,no,no,no,sand,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000685,stone.sandstone.grey,arenaria_grigia_flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,arenaria_grigia_flysch_di_Capo_d-Orlando,,,,,,,,,,,,yes,flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,flysch_di_capo_d-Orlando,,,Capo d'Orlando,sandstone,"grey sandstone , likely flysch di capo d'Orlando (CODb) (sand-grade sandstone with angular quartz, plagioclases, feldspars, biotite and micritic cement).",grey sandstone ,"sand-grade sandstone with angular quartz, plagioclases, feldspars, biotite and micritic cement",,2,flysch di capo d'Orlando (CODb),Sicily,,sand-grade,,,,,,,,,rough,grain,no,grey,,no,no,no,sand,,no,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000686,stone.sandstone.grey,arenaria_grigia_flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,arenaria_grigia_flysch_di_Capo_d-Orlando,,,,,,,,,,,,yes,flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,flysch_di_capo_d-Orlando,,,Capo d'Orlando,sandstone,"grey sandstone/fine conglomerate, likely flysch di capo d'Orlando (CODb) (sand-grade/fine conglomerate sandstone with subangular quartz, micritic cement).",grey sandstone/fine conglomerate,"sand-grade/fine conglomerate sandstone with subangular quartz, micritic cement",,2,flysch di capo d'Orlando (CODb),Sicily,,sand-grade,,,,,,,,,rough,grain,no,grey,,no,no,no,sand,,no,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000690,stone.sandstone.grey,arenaria_grigia_flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,arenaria_grigia_flysch_di_Capo_d-Orlando,,,,,,,,,,,,,,,flysch_di_capo_d-Orlando,,,,,"grey sandstone/fine conglomerate, likely flysch di capo d'Orlando (CODb) (sand-grade/fine conglomerate sandstone).",grey sandstone/fine conglomerate,sand-grade/fine conglomerate sandstone,,,flysch di capo d'Orlando (CODb),,,,,,,,,,,,rough,grain,no,grey,,no,no,no,sand,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003348,stone.sandstone.grey,arenaria_grigia_flysch_di_Capo_d-Orlando,flysch_di_Capo_d-Orlando,arenaria_grigia_flysch_di_Capo_d-Orlando,,,,,,,,,,,,,,,unspecified,,,,,"grey sandstone/fine conglomerate, likely flysch di capo d'Orlando (CODb) (sand-grade sandstone with white, grey, black and green crystals).",grey sandstone/fine conglomerate,"sand-grade sandstone with white, grey, black and green crystals",,,flysch di capo d'Orlando (CODb),,,,,,,,,,,,smooth,,no,greyish yellow,brownish,no,no,no,sand,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002747mortars,stone.limestone.non-polishable.whitish,,,,,,,,,,,,,,,yes,Melilli,Melilli,Mt-Climiti_FM,,,Melilli,calcarenite,"whitish calcarenite , likely FNL (wackestone with peloids, micrite and microsparite ).",whitish calcarenite ,"wackestone with peloids, micrite and microsparite ",,1,FNL,Sicily,,sand-grade,micrite,,packstone,,,,,,rough,grain,no,cream white,brown,no,yes,no,sand,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000135,stone.limestone.polishable.yellow,giallo-antico-chemtou,giallo-antico-chemtou,giallo-antico-chemtou,plagioclases,,,,,,,,,,,,,,,,,,,"brecciated yellow limestone with reddish veins, likely giallo antico (Chemtou) (microcrystalline limestone with plagioclase crystals and sparry patches).",brecciated yellow limestone with reddish veins,microcrystalline limestone with plagioclase crystals and sparry patches,,,giallo antico (Chemtou),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000693,stone.limestone.polishable.yellow,giallo-antico-chemtou,giallo-antico-chemtou,giallo-antico-chemtou,plagioclases,,,,,,,,,,,yes,giallo_antico,giallo_antico,Numidicum,,,Chemtou,brecciated_limestone,"brecciated yellow limestone with reddish veins, likely giallo antico (Chemtou) (microcrystalline limestone with plagioclase crystals, opaque minerals veins, and sparry patches).",brecciated yellow limestone with reddish veins,"microcrystalline limestone with plagioclase crystals, opaque minerals veins, and sparry patches",,,giallo antico (Chemtou),North-Africa,,na,microsparite and sparite,,,,,,krystel,,polished,matrix,yes,yellow,,yes,no,no,mud,sparite,no,,yes,no,no,,,,no,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001931,stone.limestone.polishable.yellow,giallo-antico-chemtou,giallo-antico-chemtou,giallo-antico-chemtou,plagioclases,,,,,,,,,,,,,,unspecified,,,,giallo antico with quartz and plagioclase,"brecciated yellow limestone with reddish/purple veins, likely giallo antico (Chemtou) (microcrystalline limestone with plagioclase crystals and sparry patches).",brecciated yellow limestone with reddish/purple veins,microcrystalline limestone with plagioclase crystals and sparry patches,,,giallo antico (Chemtou),,,,,,,,,,,,polished,matrix,yes,yellow,,yes,no,no,sand,sparite,no,,yes,no,no,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000972,stone.limestone.polishable.yellow,tipo-giallo-antico,tipo-giallo-antico,tipo-giallo-antico,fine veins,,,,,,,,,,,,,,unspecified,,,,yellow limestone,"yellow limestone with reddish veins, likely giallo antico (Chemtou) (microcrystalline limestone with tabular crystals and sparry patches).",yellow limestone with reddish veins,microcrystalline limestone with tabular crystals and sparry patches,,,giallo antico (Chemtou),,,,,,,,,,,,polished,grain,no,cream,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003576,stone.limestone.polishable.yellow,tipo-giallo-antico,tipo-giallo-antico,tipo-giallo-antico,purple veins,,,,,,,,,,,,,,,,,,,"brecciated yellow limestone with reddish veins, likely giallo antico (Chemtou) (microcrystalline limestone with veins, and transparent tabular crystals next to the veins (plagioclases?)).",brecciated yellow limestone with reddish veins,"microcrystalline limestone with veins, and transparent tabular crystals next to the veins (plagioclases?)",,,giallo antico (Chemtou),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001436,stone.limestone.non-polishable.yellowish,calcarenite_SiciliaOR_giuggiulena,iblei-orientali,calcarenite_SiciliaOR_giuggiulena,,,,,,,,,,Mège et al 2020,,,giuggiulena,giuggiulena,giuggiulena,giuggiulena,,,limestone,"yellow porous calcarenite, likely giuggiulena (loosely cemented sand-grade grainstone with algae, miliolids, etc).",yellow porous calcarenite,"loosely cemented sand-grade grainstone with algae, miliolids, etc",,,giuggiulena,,,,grainstone,,,,giuggiulena,,,,rough,grain,no,yellow,,no,yes,no,sand,,,,,yes,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000009,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,grey crystalline limestone with pink veins,"microcrystalline limestone (wackestone) with foraminifera, sparitic patches and fine calcite veins",,,lattimusa (?),,,,,,,,,,,,polished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000510ltm,,,,,,,,,,,,,,,,no,limestone,limestone,limestone,,,,compact white limestone with scaglia nodules,"compact fossil-rich limestone , likely LEG, CRI (grainstone with orbitolina, sparitic and recrystallized calcite).",compact fossil-rich limestone ,"grainstone with orbitolina, sparitic and recrystallized calcite",,2,"LEG, CRI",,,,,,,,,,,,polished,grain,no,whitish,,no,no,no,sand,sparite,no,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000812ltm,,,,,,,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,compact white limestone with scaglia nodules,"compact fossil-rich limestone , likely LEG, CRI (grainstone with algae, gasteropoda, and recrystallized calcite).",compact fossil-rich limestone ,"grainstone with algae, gasteropoda, and recrystallized calcite",,2,"LEG, CRI",,,,,,,sicanian,amerillo,,,,polished,matrix,yes,white,,yes,no,yes,sand,micrite,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000009g,,,,,,,,,,,,,,,,no,lattimusa_FM,lattimusa_FM,unspecified,lattimusa,,,limestone,"grey massive limestone with pink nodules, likely LTM (microcrystalline limestone with foraminifera, sparitic patches and fine calcite veins).",grey massive limestone with pink nodules,"microcrystalline limestone with foraminifera, sparitic patches and fine calcite veins",,1,LTM,,,,,,wackestone,,lattimusa,,,,polished,matrix,yes,grey,,no,no,no,,sparite,yes,,yes,yes,no,,,,,,,,,,,"radiolarians, planktonic foraminifera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000009p,,,,,,,,,,,,,,,,no,lattimusa_FM,lattimusa_FM,unspecified,lattimusa,,,limestone,"grey massive limestone with pink nodules, likely LTM (microcrystalline limestone with foraminifera, sparitic patches and fine calcite veins).",grey massive limestone with pink nodules,"microcrystalline limestone with foraminifera, sparitic patches and fine calcite veins",,1,LTM,,,,,,wackestone,,lattimusa,,,,polished,matrix,yes,pink,,no,no,no,,sparite,yes,,yes,no,no,,,,,,,,,,,"radiolarians, planktonic foraminifera",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000510w,,,,,,,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,tipo scaglia,"compact whitish limestone with chonchoidal fracture, visible fossils and fine veins, likely LTM, SCA (packstone (sponge spiculae, globigerinoids, radiolarians)).","compact whitish limestone with chonchoidal fracture, visible fossils and fine veins","packstone (sponge spiculae, globigerinoids, radiolarians)",,2,"LTM, SCA",,,,wackestone-packstone,,,sicanian,amerillo,,,,polished,matrix,yes,white,,yes,yes,yes,mud,micrite,yes,,yes,yes,yes,,,,,,,,,,,planktonic foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284,stone.limestone.polishable.polychrome,Luculleum,Luculleum,Luculleum,,,,,,,,,,,,,,,,,,,,"polychrome breccia with whitish and red nodules, greenish and grey matrix, grey and black veins, likely Luculleum ().","polychrome breccia with whitish and red nodules, greenish and grey matrix, grey and black veins",,,,Luculleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000028,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"marble?, likely Lunense ().",marble?,,,3,Lunense,,,,,,,,,,,,polished,matrix,no,grey,,no,no,no,,sparite,yes,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000131,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OCC,sicilia-nord-occidentale,calcarenite_grigia_SiciliaN-OCC,"mudstone to packstone, graded",,,,,,,,,,,,,,,,,,,"brownish-grey turbiditic calcarenite , likely calcari FM Polizzi o FM Cozzo Balatelli (brownish grey grainstone with foraminifera and light brown mudstone, with thin calcite veins).",brownish-grey turbiditic calcarenite ,"brownish grey grainstone with foraminifera and light brown mudstone, with thin calcite veins",,,calcari FM Polizzi o FM Cozzo Balatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000136,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OCC,sicilia-nord-occidentale,calcarenite_grigia_SiciliaN-OCC,"layered, graded",,,,,,,,,,,,,,unspecified,,,,,"brownish-grey calcarenite, likely calcari FM Polizzi o FM Cozzo Balatelli ().",brownish-grey calcarenite,,,,calcari FM Polizzi o FM Cozzo Balatelli,,,,,,,,,,,,smooth,,no,grey,,no,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000612,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OR,sicilia-nord-orientale,calcarenite_grigia_SiciliaN-OR,,,,,,,,,,,,,,,,,,,,"dark grey limestone with white calcite veins, likely calcari FM Polizzi o FM Cozzo Balatelli (brownish-grey grainstone).",dark grey limestone with white calcite veins,brownish-grey grainstone,,,calcari FM Polizzi o FM Cozzo Balatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000800,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OR,sicilia-nord-orientale,calcarenite_grigia_SiciliaN-OR,grainstone w/quartz and plagioclase,,,,,,,,,,,yes,tufiti_di_Tusa-FM,tufiti_di_Tusa-FM,tufiti_di_Tusa-FM,,,Tusa,calcarenite,"grey calcarenite/fine conglomerate with fine to cm-sized white veins, likely calcari FM Polizzi o FM Cozzo Balatelli (grainstone with planktonic foraminifera, clay, quartz and plagioclases, sparry calcite veins).",grey calcarenite/fine conglomerate with fine to cm-sized white veins,"grainstone with planktonic foraminifera, clay, quartz and plagioclases, sparry calcite veins",,2,calcari FM Polizzi o FM Cozzo Balatelli,Sicily,,sand-grade,micrite,,grainstone,,,,,,smooth,,no,grey,brownish,yes,no,no,sand,,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001176,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OR,sicilia-nord-orientale,calcarenite_grigia_SiciliaN-OR,grainstone w/quartz and plagioclase,,,,,,,,,,,no,"tufiti_di_Tusa-FM, flysch_di_Capo_d-Orlando","tufiti_di_Tusa-FM, flysch_di_Capo_d-Orlando","tufiti_di_Tusa-FM/flysch_di_capo_d-Orlando

",,,,calcarenite,"grey calcarenite with fine to cm-sized white veins, likely calcari FM Polizzi o FM Cozzo Balatelli (grainstone with planktonic foraminifera, clay, quartz and plagioclases, sparitic calcite veins).",grey calcarenite with fine to cm-sized white veins,"grainstone with planktonic foraminifera, clay, quartz and plagioclases, sparitic calcite veins",,1,calcari FM Polizzi o FM Cozzo Balatelli,,,,,,,,,,,,smooth,,no,grey,brownish,yes,no,no,sand,,,,yes,,no,,,,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic002093,stone.limestone.non-polishable.grey,calcarenite_grigia_SiciliaN-OR,sicilia-nord-orientale,calcarenite_grigia_SiciliaN-OR,grainstone w/quartz and plagioclase,,,,,,,,,,,,,,unspecified,,,,tufite,"grey calcarenite with white and grey veins, likely calcari FM Polizzi o FM Cozzo Balatelli (grainstone with foraminifera, sparry calcite veins).",grey calcarenite with white and grey veins,"grainstone with foraminifera, sparry calcite veins",,2,calcari FM Polizzi o FM Cozzo Balatelli,,,,,,,,,,,,smooth,,no,grey,brownish,yes,no,no,sand,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
