ISic,,Ancient place,Date after,Date before,Type of text,Execution,Language,Link to image,Museum,ref ,test batch,text description,subtype,subtype dropdown,"certainty for subtype (1 = high, 2 = medium, 3 = low)",notes and comments,macro description,visually assessed granulometry (Very fine < 0.5mm; fine < 1mm; Medium <2mm; Coarse > 2mm),visually assessed colour ,banded and/or veined,visually assessed colour of veins/bands,smell,micro description (OM + DM),OM desc,DM desc,digital microscopy?,digital microscopy MGS (mm),digital microscopy fabric,digital microscopy GBS,digital microscopy triple points,interpreted?,optical microscopy?,optical microscopy MGS (mm),optical microscopy  fabric,optical microscopy GBS,optical microscopy triple points,microstructure,microscopy lineated,microscopy porphyroblasts,microscopy fine grained areas,microscopy strained crystals,XRD?,,XRD carbonate content (%),main carbonate,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspars,Plagioclases,Pyroxenes,Sulphates,Sulphides,Olivine,Graphite,other,XRD cell parameter a (nm) ,XRD cell parameter a (nm) +-,XRD cell parameter c (nm),XRD cell parameters c (nm) +-,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr,microscopy / XRD / EPR: dolomite,microscopy / XRD: plagioclase,microscopy / XRD: rutile,microscopy / XRD: pyrite,microscopy / XRD: magnetite,microscopy / XRD: amphibole,microscopy / XRD: titanite,microscopy / XRD: zircon,microscopy / XRD: serpentine,microscopy / XRD: chlorite,microscopy / XRD: epidote,microscopy / XRD: quartz,microscopy / XRD: K mica,microscopy / XRD: Na mica,microscopy / XRD: Fe ore,microscopy / XRD: gypsum,microscopy / XRD: graphite,microscopy / XRD: apatite,isotopes?,isotopes delta18O,isotopes delta13C,EPR?,EPR Mn2+ ave,EPR Mn2+ stdevp,EPR dolomite %,EPR width ave,EPR width stdevp,EPR g=2.0044 ave,EPR g=2.0044 stdevp,EPR g=14.2515 ave,EPR g=14.2515 stdevp,LA-ICP-MS?,Li 7_2_2_1_1,B 11_2_2_1_1,Na 23_2_1_1,Mg 24_2_1_1,Sc 45_2_1_1,Ti 47_2_1_1,V 51_2_1_1,Cr 52_2_1_1,Mn 55_2_1_1,Fe 57_2_1_1,Co 59_2_1_1,Ni 60_2_1_1,Cu 63_2_1_1,Zn 66_2_1_1,Ga 69_2_1_1,As 75_2_1_1,Rb 85_2_1_1,Sr 88_2_1_1,Y 89_2_1_1,Zr 90_2_1_1,Nb 93_2_1_1,Mo 98_2_1_1,Cd 111_2_1_1,Sb 121_2_1_1,Cs 133_2_1_1,Ba 138_2_1_1,La 139_2_1_1,Ce 140_2_1_1,Nd 142_2_1_1,Sm 152_2_1_1,Eu 153_2_1_1,Gd 158_2_1_1,Dy 164_2_1_1,Er 166_2_1_1,Yb 174_2_1_1,Hf 180_2_1_1,W 184_2_1_1,Pb 208_2_1_1,Bi 209_2_1_1,Th 232_2_1_1,U 238_2_1_1
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble, likely Parian-1. Optical microscopy: heteroblastic  fabric with mosaic microstructure. ",Parian-1,Parian-1,1,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble",Fine to coarse,white/whitish,homogeneous,,,Optical microscopy: heteroblastic  fabric with mosaic microstructure. ,Optical microscopy: heteroblastic  fabric with mosaic microstructure. ,,no,,,,,,yes,1.652359914,heteroblastic ,"c, e",,mosaic microstructure,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,minor,minor,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble, likely Parian-2. Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ",Parian-2,Parian-2,1,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble",Fine to coarse,white/whitish,homogeneous,,,"Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ","Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ",,no,,,,,,yes,2.381973999,heteroblastic to homeoblastic,e,,mosaic microstructure,,,fine-grained areas sometimes,sometimes strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble, likely Parian-3. Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ",Parian-3,Parian-3,1,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble",Fine to coarse,white/whitish,homogeneous,,,"Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ","Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, fine-grained areas sometimes, sometimes strained crystals. ",,no,,,,,,yes,2.381973999,heteroblastic to homeoblastic,e,,mosaic microstructure,,,fine-grained areas sometimes,sometimes strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble, likely Parian-4. Optical microscopy: heteroblastic to homeoblastic fabric with lineated, porphyroblasts, fine-grained areas, strained crystals. ",Parian-4,Parian-4,1,,"Fine to coarse-grained, homogeneous, white/whitish, calcitic marble",Fine to coarse,white/whitish,homogeneous,,,"Optical microscopy: heteroblastic to homeoblastic fabric with lineated, porphyroblasts, fine-grained areas, strained crystals. ","Optical microscopy: heteroblastic to homeoblastic fabric with lineated, porphyroblasts, fine-grained areas, strained crystals. ",,no,,,,,,yes,1.888411915,heteroblastic to homeoblastic,c,,,lineated,porphyroblasts,fine-grained areas,strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Very fine to medium-grained, homogeneous, white, calcitic marble, likely Pentelic. Optical microscopy: homeoblastic to heteroblastic fabric with sometimes mosaic microstructure, lineated. ",Pentelic,Pentelic,1,,"Very fine to medium-grained, homogeneous, white, calcitic marble",Very fine to medium,white,homogeneous,,,"Optical microscopy: homeoblastic to heteroblastic fabric with sometimes mosaic microstructure, lineated. ","Optical microscopy: homeoblastic to heteroblastic fabric with sometimes mosaic microstructure, lineated. ",,no,,,,,,yes,0.8583691268,homeoblastic to heteroblastic,"c, e",,sometimes mosaic microstructure,lineated,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,minor,,,,,,minor,minor,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, banded, white, calcitic, smelly marble, likely Proconnesian. Optical microscopy: heteroblastic fabric with mortar microstructure, often strained crystals. ",Proconnesian,Proconnesian,1,,"Fine to coarse-grained, banded, white, calcitic, smelly marble",Fine to coarse,white,banded,grey,smelly,"Optical microscopy: heteroblastic fabric with mortar microstructure, often strained crystals. ","Optical microscopy: heteroblastic fabric with mortar microstructure, often strained crystals. ",,no,,,,,,yes,2.210300338,heteroblastic,"e, s",,mortar microstructure,,,,often strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,,,,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Coarse-grained, homogeneous, grey, calcitic marble, likely Thasian-1. Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ",Thasian-1,Thasian-1,1,,"Coarse-grained, homogeneous, grey, calcitic marble",Coarse,grey,homogeneous,,,"Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ","Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ",,no,,,,,,yes,2.961373324,heteroblastic,"c, s",,mosaic microstructure,often lineated,,,often strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,minor,,minor,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Coarse-grained, homogeneous, grey, calcitic marble, likely Thasian-2. Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ",Thasian-2,Thasian-2,1,,"Coarse-grained, homogeneous, grey, calcitic marble",Coarse,grey,homogeneous,,,"Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ","Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, often strained crystals. ",,no,,,,,,yes,2.961373324,heteroblastic,"c, s",,mosaic microstructure,often lineated,,,often strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,,,,,minor,,minor,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Lazzarini 2015,,"Fine to coarse-grained, homogeneous, white, calcitic marble, likely Thasian-3. Optical microscopy: homeoblastic to heteroblastic fabric with mosaic microstructure, sometimes strained crystals. ",Thasian-3,Thasian-3,1,,"Fine to coarse-grained, homogeneous, white, calcitic marble",Fine to coarse,white,homogeneous,,,"Optical microscopy: homeoblastic to heteroblastic fabric with mosaic microstructure, sometimes strained crystals. ","Optical microscopy: homeoblastic to heteroblastic fabric with mosaic microstructure, sometimes strained crystals. ",,no,,,,,,yes,1.802573038,homeoblastic to heteroblastic,"c, s",,mosaic microstructure,,,,sometimes strained crystals,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Nestola 2021,,"Very fine to medium-grained, homogeneous, white/whitish, calcitic marble, likely Göktepe. Optical microscopy: homeoblastic fabric with mosaic microstructure, sometimes coarse-grain sized areas, polysynthetic twinning. ",Göktepe,Göktepe,1,,"Very fine to medium-grained, homogeneous, white/whitish, calcitic marble",Very fine to medium,white/whitish,homogeneous,,,"Optical microscopy: homeoblastic fabric with mosaic microstructure, sometimes coarse-grain sized areas, polysynthetic twinning. ","Optical microscopy: homeoblastic fabric with mosaic microstructure, sometimes coarse-grain sized areas, polysynthetic twinning. ",,no,,,,,,yes,0.53,homeoblastic,"c, s, e",,mosaic microstructure,sometimes coarse-grain sized areas,polysynthetic twinning,,,,,0,calcitic,,,,,,,,,,,,,,,,0.49868,0.00007,1.70464,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Nestola 2021,,"Very fine to medium-grained, banded, white/whitish , calcitic (with dolomite) marble, likely Lunense. Optical microscopy: homeoblastic fabric with mosaic microstructure, triple points. ",Lunense,Lunense,1,,"Very fine to medium-grained, banded, white/whitish , calcitic (with dolomite) marble",Very fine to medium,white/whitish ,banded,grey to black,,"Optical microscopy: homeoblastic fabric with mosaic microstructure, triple points. ","Optical microscopy: homeoblastic fabric with mosaic microstructure, triple points. ",,no,,,,,,yes,0.6,homeoblastic,"s, c",,mosaic microstructure,triple points,,,,,,0,calcitic (with dolomite),,,,,,,,,,,,,,,,0.49815,0.00021,1.70209,0.00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli and Nestola 2021,,"Very fine to fine-grained, homogeneous, white, calcitic marble, likely Lunense, Göktepe. Optical microscopy: homeoblastic fabric with mosaic microstructure. ","Lunense, Göktepe","Lunense, Göktepe",1,,"Very fine to fine-grained, homogeneous, white, calcitic marble",Very fine to fine,white,homogeneous,,,Optical microscopy: homeoblastic fabric with mosaic microstructure. ,Optical microscopy: homeoblastic fabric with mosaic microstructure. ,,no,,,,,,yes,,homeoblastic,"c, s",,mosaic microstructure,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli et al 2009,,"Coarse-grained, veined, white/whitish, calcitic (with dolomite) marble, likely Algerian_scritto_Annaba. Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, sometimes strained crystals. ",Algerian_scritto_Annaba,Algerian_scritto_Annaba,1,,"Coarse-grained, veined, white/whitish, calcitic (with dolomite) marble",Coarse,white/whitish,veined,grey to black,,"Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, sometimes strained crystals. ","Optical microscopy: heteroblastic fabric with mosaic microstructure, often lineated, sometimes strained crystals. ",,no,,,,,,yes,3.65,heteroblastic,"c, e, s",,mosaic microstructure,often lineated,,,sometimes strained crystals,,dolomite up to 20%,0,calcitic (with dolomite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minor,minor,,,,minor,minor,,,minor,,minor,minor,,,,minor,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli et al 2009,,,portuguese pink,portuguese pink,1,,"Coarse-grained, veined and spotted, white, calcitic marble",Coarse,white,veined and spotted,pink ,,,,,no,,,,,,yes,2.45,heteroblastic,"su, e",,mosaic/mortar microstructure,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli et al 2009,,,scritto,scritto,1,,"Coarse-grained, spotted and veined, white/whitish, calcitic marble",Coarse,white/whitish,spotted and veined,grey to black,,,,,no,,,,,,no,,,,,,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Antonelli et alii 2010,,"Fine-grained, veined, white, calcitic marble, likely Algerian_scritto_Mt-Filfila. Optical microscopy: homeoblastic fabric with some triple points, mosaic microstructure. ",Algerian_scritto_Mt-Filfila,Algerian_scritto_Mt-Filfila,1,,"Fine-grained, veined, white, calcitic marble",Fine,white,veined,grey to black,,"Optical microscopy: homeoblastic fabric with some triple points, mosaic microstructure. ","Optical microscopy: homeoblastic fabric with some triple points, mosaic microstructure. ",,no,,,,,,yes,,homeoblastic,c,some triple points,mosaic microstructure,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Attanasio et al 2012,,,Ephesian_scritto,Ephesian_scritto,1,,"Fine to medium-grained, veined, white to grey, calcitic marble",Fine to medium,white to grey,veined,grey to black,,,,,no,,,,,,yes,1.8,,,,,fine-grained dolomite clusters with graphite,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Attanasio et al 2012,,,Ephesian_white,Ephesian_white,1,,"Fine to medium-grained, homogenous, white, calcitic marble",Fine to medium,white,homogenous,,,,,,no,,,,,,yes,1.71,,,,,,,,,,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, veined and spotted, white to grey marble, likely Aphrodisian. ",Aphrodisian,Aphrodisian,1,,"Medium to coarse-grained, veined and spotted, white to grey marble",Medium to coarse,white to grey,veined and spotted,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, veined and spotted, white to grey marble, likely Aphrodisian, Proconnesian, Parian-2, Parian-3, Parian-4. ","Aphrodisian, Proconnesian, Parian-2, Parian-3, Parian-4","Aphrodisian, Proconnesian, Parian-2, Parian-3, Parian-4",1,,"Medium to coarse-grained, veined and spotted, white to grey marble",Medium to coarse,white to grey,veined and spotted,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Very fine to fine-grained, white marble, likely Docimian. ",Docimian,Docimian,1,,"Very fine to fine-grained, white marble",Very fine to fine,white,,,,,,,no,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Very fine to fine-grained marble, likely Docimian, Lunense, Pentelic. ","Docimian, Lunense, Pentelic","Docimian, Lunense, Pentelic",1,,Very fine to fine-grained marble,Very fine to fine,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, veined and spotted, white to grey marble, likely Ephesian_grey. ",Ephesian_grey,Ephesian_grey,1,,"Medium to coarse-grained, veined and spotted, white to grey marble",Medium to coarse,white to grey,veined and spotted,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Very fine-grained, bluish-grey, smelly marble, likely Hymettan. ",Hymettan,Hymettan,1,,"Very fine-grained, bluish-grey, smelly marble",Very fine,bluish-grey,,,smelly,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine-grained marble, likely Hymettan, Lunense. ","Hymettan, Lunense","Hymettan, Lunense",1,,Fine-grained marble,Fine,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"banded, white to grey, smelly marble, likely Hymettan, Proconnesian. ","Hymettan, Proconnesian","Hymettan, Proconnesian",1,,"banded, white to grey, smelly marble",,white to grey,banded,,smelly,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine-grained, white marble, likely Lunense. ",Lunense,Lunense,1,,"Fine-grained, white marble",Fine,white,,,,,,,no,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine-grained, white marble, likely Lunense, Docimian, Pentelic. ","Lunense, Docimian, Pentelic","Lunense, Docimian, Pentelic",1,,"Fine-grained, white marble",Fine,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Coarse-grained, white marble, likely Naxian. ",Naxian,Naxian,1,,"Coarse-grained, white marble",Coarse,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine-grained, white marble, likely Parian-1. ",Parian-1,Parian-1,1,,"Fine-grained, white marble",Fine,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine to medium-grained, banded, white to grey marble, likely Parian-2. ",Parian-2,Parian-2,1,,"Fine to medium-grained, banded, white to grey marble",Fine to medium,white to grey,banded,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Very fine-grained, white to grey marble, likely Pentelic. ",Pentelic,Pentelic,1,,"Very fine-grained, white to grey marble",Very fine,white to grey,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Fine-grained, grey marble, likely Pentelic, Hymettan. ","Pentelic, Hymettan","Pentelic, Hymettan",1,,"Fine-grained, grey marble",Fine,grey,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, veined, white to grey, smelly marble, likely Proconnesian. ",Proconnesian,Proconnesian,1,,"Medium to coarse-grained, veined, white to grey, smelly marble",Medium to coarse,white to grey,veined,,smelly,,,,no,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, white marble, likely Proconnesian. ",Proconnesian,Proconnesian,1,,"Medium to coarse-grained, white marble",Medium to coarse,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, veined, white to grey marble, likely Proconnesian, Ephesian_white, Ephesian_grey. ","Proconnesian, Ephesian_white, Ephesian_grey","Proconnesian, Ephesian_white, Ephesian_grey",1,,"Medium to coarse-grained, veined, white to grey marble",Medium to coarse,white to grey,veined,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Medium to coarse-grained, white marble, likely Proconnesian, Thasian-1, Thasian-2, Parian-2. ","Proconnesian, Thasian-1, Thasian-2, Parian-2","Proconnesian, Thasian-1, Thasian-2, Parian-2",1,,"Medium to coarse-grained, white marble",Medium to coarse,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Attanasio, Brilli, Ogle 2006",,"Coarse-grained, white marble, likely Thasian-1. ",Thasian-1,Thasian-1,1,,"Coarse-grained, white marble",Coarse,white,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
