ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum,
ISic003897,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003897,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003898,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003898,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003899,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003899,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003900,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003900,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003901,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003901,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003902,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003902,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003903,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003903,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003904,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003904,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003905,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003905,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003906,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003906,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003907,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003907,,,,Lipara,Lipari,volcanic (local),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003908,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003908,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003909,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003909,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003910,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003910,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003911,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003911,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003912,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003912,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003913,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003913,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003914,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003914,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003915,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003915,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003916,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003916,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003917,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003917,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003918,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003918,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003919,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003919,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003920,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003920,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003921,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003921,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003922,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003922,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003923,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003923,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003924,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003924,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003925,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003925,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003926,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003926,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003927,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003927,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003928,,no,no,,,stone.basalt,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic003928,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003929,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003929,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003930,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003930,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003931,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003931,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003932,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003932,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003933,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003933,,,,Lipara,Lipari,stone,funerary,chiselled,Ancient Greek,Museo Civico Etnoantropologico di Santa Marina di Salina,
ISic003934,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003934,,,,Lipara,Lipari,volcanic stone,funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003935,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003935,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003936,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003936,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003937,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003937,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003938,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003938,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003939,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003939,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003940,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003940,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003941,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003941,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003942,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003942,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003943,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003943,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003944,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003944,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003945,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003945,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003946,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003946,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003947,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003947,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003948,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003948,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003949,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003949,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003950,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003950,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003951,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003951,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003952,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003952,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003953,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003953,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003954,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003954,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003955,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003955,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003956,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003956,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003957,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003957,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003958,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003958,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003959,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003959,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003960,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003960,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,,
ISic003961,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003961,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003962,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003962,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003963,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003963,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003964,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003964,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003965,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003965,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003966,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003966,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003967,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003967,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003968,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003968,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003969,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003969,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003970,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003970,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003971,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003971,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003972,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003972,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003973,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003973,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003974,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003974,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003975,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003975,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003976,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003976,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003977,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003977,,,,Lipara,Lipari,volcanic (pietra di Fuardo),,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003978,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003978,,,,Lipara,Lipari,"volcanic (local stone, from Monte Rosa)",funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003979,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003979,,,,Lipara,Lipari,volcanic (rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003980,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003980,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003981,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003981,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003982,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003982,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003983,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003983,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003984,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003984,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003985,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003985,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003986,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003986,,,,Lipara,Lipari,volcanic (local lava stone),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003987,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003987,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003988,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003988,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003989,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003989,,,,Lipara,Lipari,"white limestone, probably not local",funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003990,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003990,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003991,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003991,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003992,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003992,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003993,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003993,,,,Lipara,Lipari,volcanic (pietra di Fuardo),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003994,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003994,,,,Lipara,Lipari,volcanic (gray rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003995,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003995,,,,Lipara,Lipari,volcanic (gray rhyolite),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
ISic003996,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic003996,,,,Lipara,Lipari,volcanic (pietra di Serra),funerary,chiselled,Ancient Greek,"Museo Archeologico Regionale Eoliano ""Luigi Bernabò Brea""",
